question_id,split,stage,gold_answer,current_majority_answer,final_majority_answer,current_majority_correct,final_majority_correct,majority_will_change,continue_label,num_attempts,num_valid_answers,num_unique_answers,missing_answer_count,top_vote_share,second_vote_share,vote_margin,answer_entropy,latest_matches_majority,unanimous,majority_changed,majority_change_count,consecutive_agreement,average_output_tokens,total_output_tokens
train_0021,train,3,1,1,1,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,218.66666666666666,656
train_0021,train,4,1,1,1,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,220.0,880
train_0022,train,2,13,13,13,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,176.5,353
train_0022,train,3,13,13,13,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,164.33333333333334,493
train_0022,train,4,13,13,13,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,167.75,671
train_0023,train,2,175,175,175,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,128.0,256
train_0023,train,3,175,175,175,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,130.66666666666666,392
train_0023,train,4,175,175,175,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,131.75,527
train_0024,train,2,15,15,15,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,133.0,266
train_0024,train,3,15,15,15,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,154.33333333333334,463
train_0024,train,4,15,15,15,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,143.5,574
train_0025,train,2,28,28,28,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,118.0,236
train_0025,train,3,28,28,28,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,117.66666666666667,353
train_0025,train,4,28,28,28,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,120.25,481
train_0026,train,2,9,9,9,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,143.5,287
train_0026,train,3,9,9,9,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,134.0,402
train_0026,train,4,9,9,9,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,132.0,528
train_0027,train,2,5217,5217,5217,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,147.5,295
train_0027,train,3,5217,5217,5217,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,154.66666666666666,464
train_0027,train,4,5217,5217,5217,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,149.75,599
train_0028,train,2,3,3,3,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,142.0,284
train_0028,train,3,3,3,3,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,141.66666666666666,425
train_0028,train,4,3,3,3,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,144.0,576
train_0029,train,2,9,9,9,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,373.5,747
train_0029,train,3,9,9,9,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,378.0,1134
train_0029,train,4,9,9,9,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,393.5,1574
train_0030,train,2,8,8,8,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,157.0,314
train_0030,train,3,8,8,8,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,148.0,444
train_0030,train,4,8,8,8,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,146.75,587
train_0031,train,2,201,201,201,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,113.0,226
train_0031,train,3,201,201,201,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,117.0,351
train_0031,train,4,201,201,201,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,114.75,459
train_0032,train,2,390,390,390,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,173.0,346
train_0032,train,3,390,390,390,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,173.66666666666666,521
train_0032,train,4,390,390,390,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,178.0,712
train_0033,train,2,33,33,33,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,125.5,251
train_0033,train,3,33,33,33,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,126.66666666666667,380
train_0033,train,4,33,33,33,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,135.25,541
train_0034,train,2,550,550,550,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,177.5,355
train_0034,train,3,550,550,550,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,170.66666666666666,512
train_0034,train,4,550,550,550,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,168.75,675
train_0035,train,2,22,22,22,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,174.0,348
train_0035,train,3,22,22,22,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,166.0,498
train_0035,train,4,22,22,22,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,169.25,677
train_0036,train,2,175,175,175,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,280.0,560
train_0036,train,3,175,175,175,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,257.0,771
train_0036,train,4,175,175,175,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,251.5,1006
train_0037,train,2,40,40,40,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,230.0,460
train_0037,train,3,40,40,40,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,207.0,621
train_0037,train,4,40,40,40,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,207.5,830
train_0038,train,2,5,5,5,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,159.5,319
train_0038,train,3,5,5,5,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,158.66666666666666,476
train_0038,train,4,5,5,5,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,152.25,609
train_0039,train,2,82,82,82,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,389.5,779
train_0039,train,3,82,82,82,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,420.6666666666667,1262
train_0039,train,4,82,82,82,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,389.25,1557
train_0040,train,2,22,22,22,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,269.5,539
train_0040,train,3,22,22,22,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,250.33333333333334,751
train_0040,train,4,22,22,22,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,238.25,953
train_0041,train,2,94000,90000,94000,False,True,True,True,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,266.5,533
train_0041,train,3,94000,94000,94000,True,True,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,True,False,True,2,1,251.66666666666666,755
train_0041,train,4,94000,94000,94000,True,True,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,2,2,241.0,964
train_0042,train,2,200,200,200,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,226.0,452
train_0042,train,3,200,200,200,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,242.66666666666666,728
train_0042,train,4,200,200,200,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,238.0,952
train_0043,train,2,70,70,70,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,183.5,367
train_0043,train,3,70,70,70,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,206.33333333333334,619
train_0043,train,4,70,70,70,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,209.0,836
train_0044,train,2,32,32,32,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,184.5,369
train_0044,train,3,32,32,32,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,176.33333333333334,529
train_0044,train,4,32,32,32,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,166.0,664
train_0045,train,2,574,574,574,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,127.5,255
train_0045,train,3,574,574,574,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,115.33333333333333,346
train_0045,train,4,574,574,574,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,124.5,498
train_0046,train,2,6,6,6,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,136.5,273
train_0046,train,3,6,6,6,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,137.33333333333334,412
train_0046,train,4,6,6,6,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,130.25,521
train_0047,train,2,12,12,12,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,126.5,253
train_0047,train,3,12,12,12,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,149.0,447
train_0047,train,4,12,12,12,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,140.75,563
train_0048,train,2,3,3,3,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,108.5,217
train_0048,train,3,3,3,3,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,110.0,330
train_0048,train,4,3,3,3,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,112.0,448
train_0049,train,2,370,370,370,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,426.5,853
train_0049,train,3,370,370,370,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,399.0,1197
train_0049,train,4,370,370,370,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,415.0,1660
train_0050,train,2,8,8,8,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,160.5,321
train_0050,train,3,8,8,8,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,168.0,504
train_0050,train,4,8,8,8,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,166.5,666
train_0051,train,2,23,40.5,40.5,False,False,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,459.5,919
train_0051,train,3,23,40.5,40.5,False,False,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,False,False,False,0,1,477.0,1431
train_0051,train,4,23,40.5,40.5,False,False,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,0,1,466.0,1864
train_0052,train,2,14,14,14,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,207.0,414
train_0052,train,3,14,14,14,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,218.66666666666666,656
train_0052,train,4,14,14,14,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,209.5,838
train_0053,train,2,12,12,12,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,122.5,245
train_0053,train,3,12,12,12,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,117.0,351
train_0053,train,4,12,12,12,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,113.25,453
train_0054,train,2,108,108,108,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,275.0,550
train_0054,train,3,108,108,108,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,298.0,894
train_0054,train,4,108,108,108,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,291.75,1167
train_0055,train,2,12,12,12,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,143.5,287
train_0055,train,3,12,12,12,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,142.66666666666666,428
train_0055,train,4,12,12,12,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,142.5,570
train_0056,train,2,22,22,22,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,81.5,163
train_0056,train,3,22,22,22,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,86.33333333333333,259
train_0056,train,4,22,22,22,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,84.5,338
train_0057,train,2,32,32,32,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,175.0,350
train_0057,train,3,32,32,32,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,173.33333333333334,520
train_0057,train,4,32,32,32,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,172.5,690
train_0058,train,2,65,65,65,True,True,False,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,426.0,852
train_0058,train,3,65,65,65,True,True,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,True,False,False,1,2,407.3333333333333,1222
train_0058,train,4,65,65,65,True,True,False,False,4,4,3,0,0.5,0.25,0.25,1.5,False,False,False,1,1,433.5,1734
train_0059,train,2,4,5,5,False,False,True,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,463.0,926
train_0059,train,3,4,16,5,False,False,True,False,3,3,3,0,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,True,False,True,2,1,479.3333333333333,1438
train_0059,train,4,4,8,5,False,False,True,False,4,4,4,0,0.25,0.25,0.0,2.0,True,False,True,3,1,487.5,1950
train_0060,train,2,36,36,36,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,129.0,258
train_0060,train,3,36,36,36,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,128.33333333333334,385
train_0060,train,4,36,36,36,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,126.25,505
train_0061,train,2,15,15,15,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,244.0,488
train_0061,train,3,15,15,15,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,252.0,756
train_0061,train,4,15,15,15,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,246.25,985
train_0062,train,2,280,280,280,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,313.5,627
train_0062,train,3,280,280,280,True,True,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,False,False,False,0,1,379.6666666666667,1139
train_0062,train,4,280,280,280,True,True,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,0,1,346.75,1387
train_0063,train,2,87,87,87,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,255.0,510
train_0063,train,3,87,87,87,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,237.0,711
train_0063,train,4,87,87,87,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,241.25,965
train_0064,train,2,15,0.2,0,False,False,True,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,512.0,1024
train_0064,train,3,15,0.1,0,False,False,True,False,3,3,3,0,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,True,False,True,2,1,512.0,1536
train_0064,train,4,15,4,0,False,False,True,False,4,4,4,0,0.25,0.25,0.0,2.0,True,False,True,3,1,512.0,2048
train_0065,train,2,28,28,28,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,265.5,531
train_0065,train,3,28,28,28,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,339.6666666666667,1019
train_0065,train,4,28,28,28,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,341.25,1365
train_0066,train,2,32,32,32,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,192.5,385
train_0066,train,3,32,32,32,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,198.0,594
train_0066,train,4,32,32,32,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,199.75,799
train_0067,train,2,44,44,44,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,139.0,278
train_0067,train,3,44,44,44,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,137.0,411
train_0067,train,4,44,44,44,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,135.75,543
train_0068,train,2,90,90,90,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,193.0,386
train_0068,train,3,90,90,90,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,183.33333333333334,550
train_0068,train,4,90,90,90,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,165.0,660
train_0069,train,2,260,260,260,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,141.0,282
